PLAYER_ID,SEASON,PROFILE_LABEL
1630811,2024-25,AverageJoe
1642258,2024-25,Top3Rookie
1631342,2024-25,AverageJoe
1641936,2024-25,AverageJoe
1631248,2024-25,AverageRookie
1642281,2024-25,AverageRookie
1641772,2024-25,AverageJoe
1631247,2024-25,AverageJoe
1631232,2024-25,AverageJoe
203901,2024-25,AverageJoe
1641810,2024-25,AverageRookie
1631255,2024-25,AverageJoe
1642274,2024-25,AverageRookie
1642443,2024-25,AverageJoe
1641824,2024-25,LotteryRookie
1641801,2024-25,AverageJoe
1641790,2024-25,AverageJoe
1641747,2024-25,AverageRookie
1642461,2024-25,AverageJoe
1641725,2024-25,AverageJoe
1642379,2024-25,AverageJoe
1642366,2024-25,AverageRookie
1628995,2024-25,AverageJoe
1642050,2024-25,AverageJoe
1642368,2024-25,AverageJoe
1642263,2024-25,Top3Rookie
1629098,2024-25,AverageJoe
1642280,2024-25,AverageJoe
1642353,2024-25,AverageRookie
1642261,2024-25,AverageRookie
1642355,2024-25,AverageRookie
1631132,2024-25,AverageJoe
1641815,2024-25,AverageJoe
1642276,2024-25,LotteryRookie
1630528,2024-25,AverageJoe
1641796,2024-25,AverageRookie
1630696,2024-25,AverageJoe
1642352,2024-25,AverageJoe
1629645,2024-25,AverageJoe
1641890,2024-25,AverageRookie
1630545,2024-25,AverageRookie
1642265,2024-25,LotteryRookie
1641803,2024-25,AverageRookie
1642399,2024-25,AverageJoe
1641736,2024-25,AverageJoe
1630623,2024-25,AverageJoe
1631213,2024-25,AverageJoe
1631166,2024-25,AverageJoe
1642359,2024-25,AverageRookie
1641755,2024-25,AverageRookie
1642278,2024-25,AverageRookie
1641817,2024-25,AverageRookie
1630574,2024-25,AverageRookie
1630644,2024-25,AverageJoe
202709,2024-25,AverageJoe
1641783,2024-25,AverageRookie
1630679,2024-25,AverageJoe
1642402,2024-25,AverageRookie
1642484,2024-25,AverageJoe
1642277,2024-25,AverageRookie
1628396,2024-25,AverageJoe
1642348,2024-25,AverageJoe
1642272,2024-25,LotteryRookie
1627824,2024-25,AverageJoe
1641737,2024-25,AverageRookie
1642024,2024-25,AverageJoe
1642346,2024-25,AverageRookie
1642345,2024-25,AverageRookie
1641779,2024-25,AverageJoe
1642270,2024-25,LotteryRookie
1629056,2024-25,AverageJoe
1642403,2024-25,AverageJoe
1642269,2024-25,LotteryRookie
1642384,2024-25,AverageJoe
1642264,2024-25,LotteryRookie
1642434,2024-25,AverageJoe
1631127,2024-25,AverageRookie
1641794,2024-25,AverageRookie
1642382,2024-25,AverageJoe
1642349,2024-25,AverageRookie
1642260,2024-25,LotteryRookie
1642505,2024-25,AverageJoe
1642367,2024-25,AverageRookie
1642266,2024-25,AverageRookie
1642279,2024-25,AverageRookie
1642347,2024-25,AverageRookie
1642419,2024-25,AverageJoe
1642262,2024-25,LotteryRookie
1642268,2024-25,AverageRookie
1641989,2024-25,AverageJoe
1642271,2024-25,AverageRookie
1642389,2024-25,AverageJoe
1642377,2024-25,AverageRookie
1641744,2024-25,LotteryRookie
1642530,2024-25,AverageJoe
1642285,2024-25,AverageRookie
1642358,2024-25,AverageRookie
1642267,2024-25,LotteryRookie
1642273,2024-25,AverageRookie
1642259,2024-25,Top3Rookie
1641842,2024-25,LotteryRookie
1631199,2024-25,AverageJoe
1642450,2024-25,AverageJoe
1641752,2024-25,AverageRookie
1642449,2024-25,AverageJoe
1641878,2024-25,AverageJoe
1642354,2024-25,AverageRookie
1642275,2024-25,LotteryRookie
