PLAYER_ID,SEASON,PROFILE_LABEL
1630233,2020-21,AverageJoe
1630219,2020-21,AverageRookie
1630168,2020-21,LotteryRookie
1630202,2020-21,AverageRookie
1630174,2020-21,LotteryRookie
1630205,2020-21,AverageJoe
1630271,2020-21,AverageJoe
1630171,2020-21,LotteryRookie
1628392,2020-21,AverageJoe
1629712,2020-21,AverageJoe
1630230,2020-21,AverageJoe
1630184,2020-21,LotteryRookie
203263,2020-21,AverageJoe
1629653,2020-21,AverageJoe
1630172,2020-21,LotteryRookie
1630179,2020-21,AverageRookie
1630189,2020-21,AverageRookie
1630182,2020-21,AverageRookie
1630207,2020-21,AverageJoe
1630210,2020-21,AverageJoe
1630267,2020-21,AverageJoe
1630192,2020-21,AverageRookie
1630185,2020-21,AverageRookie
1630164,2020-21,Top3Rookie
1630231,2020-21,AverageRookie
1629717,2020-21,AverageJoe
1630256,2020-21,AverageJoe
1630237,2020-21,AverageJoe
1630206,2020-21,AverageRookie
1630187,2020-21,AverageRookie
202326,2020-21,AverageJoe
1630173,2020-21,AverageRookie
1630209,2020-21,AverageJoe
1629091,2020-21,AverageJoe
1629670,2020-21,AverageRookie
1630241,2020-21,AverageRookie
1629603,2020-21,AverageJoe
1626253,2020-21,AverageJoe
1630162,2020-21,Top3Rookie
1630183,2020-21,AverageRookie
1629617,2020-21,AverageRookie
1628455,2020-21,AverageJoe
1630492,2020-21,AverageJoe
1630167,2020-21,LotteryRookie
1630193,2020-21,AverageRookie
1629643,2020-21,AverageJoe
1630181,2020-21,AverageRookie
1626184,2020-21,AverageJoe
1630175,2020-21,LotteryRookie
1630199,2020-21,AverageRookie
1628578,2020-21,AverageJoe
1630178,2020-21,AverageRookie
1630198,2020-21,AverageRookie
1630194,2020-21,AverageRookie
1630234,2020-21,AverageJoe
1630188,2020-21,LotteryRookie
1629604,2020-21,AverageRookie
1629833,2020-21,AverageJoe
1630169,2020-21,LotteryRookie
1630186,2020-21,AverageRookie
1630218,2020-21,AverageRookie
1630170,2020-21,LotteryRookie
1630200,2020-21,AverageRookie
1630466,2020-21,AverageJoe
1630177,2020-21,AverageRookie
1630221,2020-21,AverageJoe
1630197,2020-21,AverageRookie
1630273,2020-21,AverageJoe
1630201,2020-21,AverageRookie
1630235,2020-21,AverageJoe
1628962,2020-21,AverageRookie
1630190,2020-21,AverageRookie
1630214,2020-21,AverageRookie
204025,2020-21,AverageJoe
1630217,2020-21,AverageRookie
1630253,2020-21,AverageJoe
1629681,2020-21,AverageJoe
1630258,2020-21,AverageJoe
1630216,2020-21,AverageRookie
1630166,2020-21,LotteryRookie
1630264,2020-21,AverageJoe
1630165,2020-21,LotteryRookie
1630191,2020-21,LotteryRookie
1630240,2020-21,AverageRookie
1630180,2020-21,AverageRookie
1629686,2020-21,AverageJoe
1630163,2020-21,Top3Rookie
1630203,2020-21,AverageRookie
1630208,2020-21,AverageRookie
1630176,2020-21,AverageRookie
1630268,2020-21,AverageJoe
