PLAYER_ID,SEASON,PROFILE_LABEL
1631495,2022-23,AverageJoe
1631100,2022-23,LotteryRookie
1631213,2022-23,AverageRookie
1631120,2022-23,AverageRookie
1629662,2022-23,AverageJoe
1630600,2022-23,AverageRookie
1630241,2022-23,AverageJoe
1629603,2022-23,AverageJoe
1631220,2022-23,AverageJoe
1630700,2022-23,LotteryRookie
1630604,2022-23,AverageRookie
1630637,2022-23,AverageJoe
1631207,2022-23,AverageRookie
1631171,2022-23,AverageJoe
1630702,2022-23,AverageRookie
1630639,2022-23,AverageJoe
1631128,2022-23,AverageRookie
1631212,2022-23,AverageRookie
1631298,2022-23,AverageJoe
1631221,2022-23,AverageJoe
1631157,2022-23,AverageRookie
1631116,2022-23,AverageRookie
1631311,2022-23,AverageJoe
1626161,2022-23,AverageJoe
1631102,2022-23,AverageRookie
1631095,2022-23,Top3Rookie
1630620,2022-23,AverageJoe
1631309,2022-23,AverageJoe
1631106,2022-23,AverageRookie
1626163,2022-23,AverageJoe
1631217,2022-23,AverageRookie
1627885,2022-23,AverageJoe
1631108,2022-23,AverageRookie
1630590,2022-23,AverageJoe
1631306,2022-23,AverageJoe
1631107,2022-23,AverageRookie
1631288,2022-23,AverageJoe
1631115,2022-23,AverageJoe
203469,2022-23,AverageJoe
1630699,2022-23,AverageRookie
203086,2022-23,AverageJoe
1631260,2022-23,AverageJoe
1631111,2022-23,AverageRookie
1631169,2022-23,AverageRookie
1630564,2022-23,AverageJoe
1628410,2022-23,AverageJoe
1630696,2022-23,AverageJoe
1631211,2022-23,AverageRookie
1629610,2022-23,AverageJoe
1631216,2022-23,AverageRookie
1631094,2022-23,Top3Rookie
1630284,2022-23,AverageJoe
203487,2022-23,AverageJoe
1631097,2022-23,LotteryRookie
1629614,2022-23,AverageRookie
1631112,2022-23,AverageRookie
201949,2022-23,AverageJoe
1629663,2022-23,AverageJoe
1631101,2022-23,LotteryRookie
1631219,2022-23,AverageJoe
1629234,2022-23,AverageJoe
1631133,2022-23,AverageRookie
1630641,2022-23,AverageJoe
1631466,2022-23,AverageJoe
203521,2022-23,AverageJoe
1631099,2022-23,LotteryRookie
1631165,2022-23,AverageJoe
1628408,2022-23,AverageJoe
1631110,2022-23,LotteryRookie
1631104,2022-23,AverageRookie
1631103,2022-23,AverageRookie
1631230,2022-23,AverageJoe
1630577,2022-23,AverageJoe
1631119,2022-23,AverageRookie
1631096,2022-23,Top3Rookie
1631114,2022-23,LotteryRookie
1631172,2022-23,LotteryRookie
1630846,2022-23,AverageJoe
1631199,2022-23,AverageJoe
1630288,2022-23,AverageJoe
1631132,2022-23,AverageRookie
1627739,2022-23,AverageJoe
1631323,2022-23,AverageJoe
1629677,2022-23,AverageJoe
1631117,2022-23,AverageRookie
1630695,2022-23,AverageJoe
1630534,2022-23,LotteryRookie
1630548,2022-23,AverageJoe
1631367,2022-23,AverageJoe
1631222,2022-23,AverageRookie
1631246,2022-23,AverageRookie
1631254,2022-23,AverageJoe
1631223,2022-23,AverageRookie
1631098,2022-23,LotteryRookie
1630692,2022-23,AverageJoe
1641645,2022-23,AverageJoe
1631245,2022-23,AverageJoe
1630643,2022-23,AverageJoe
1631105,2022-23,LotteryRookie
1631197,2022-23,AverageJoe
1631093,2022-23,LotteryRookie
1631205,2022-23,AverageJoe
1630647,2022-23,AverageJoe
1631109,2022-23,LotteryRookie
1631121,2022-23,AverageRookie
1628372,2022-23,AverageJoe
1628424,2022-23,AverageJoe
